transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,customer_title,Age_Group,detail_cust_title,rank
682,34,1747,2017-06-23,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,309.80999999999995,Obadiah,Fairall,Male,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,No,14.0,39,190,4,995.38,1,1,1,111,Bronze,40,Lost Customer,11
683,73,2095,2017-12-10,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,1612.25,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,36,20,10,6194.3,3,4,4,344,Gold,40,Recent Customer,4
684,99,1289,2017-12-19,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,456.44999999999993,Shelley,Stroyan,Male,35,1973-07-16,,,Mass Customer,N,Yes,8.0,52,11,6,3940.48,4,2,3,423,Platinum,60,Becoming Loyal,3
685,34,2347,2017-08-20,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,1069.5500000000002,L;urette,Annott,Female,79,1957-03-04,Programmer Analyst I,,High Net Worth,N,No,11.0,69,87,9,5640.43,1,4,4,144,Bronze,70,Almost Lost Customer,9
686,54,1762,2017-06-19,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42172.0,1279.4,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,47,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
687,66,1374,2017-05-16,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,64.92999999999995,Cleveland,Spilling,Male,76,1976-01-13,,Manufacturing,Mass Customer,N,No,8.0,50,39,8,5196.33,3,4,4,344,Gold,60,Recent Customer,4
688,40,836,2017-08-01,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000001,Clemence,Vautre,Female,33,1990-04-02,Actuary,Financial Services,Mass Customer,N,Yes,9.0,36,72,4,1768.44,2,1,1,211,Bronze,40,Almost Lost Customer,9
689,88,2310,2017-12-13,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,40303.0,182.81000000000017,Jed,Humpherston,Male,12,1970-02-10,Executive Secretary,,High Net Worth,N,Yes,11.0,56,15,6,4022.4100000000003,4,2,3,423,Platinum,60,Becoming Loyal,3
690,15,1371,2017-11-18,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,34165.0,209.84000000000003,Aretha,Joscelyn,Female,39,1959-08-02,Design Engineer,Retail,Mass Customer,N,Yes,13.0,66,26,4,1270.94,3,1,1,311,Silver,70,Late Bloomer,6
691,8,1385,2017-03-21,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,187.38999999999987,Melesa,Priddy,Female,39,1957-08-17,Cost Accountant,Financial Services,Mass Customer,N,No,16.0,68,142,5,2624.5699999999997,1,2,2,122,Bronze,70,Evasive Customer,10
692,36,2744,2017-07-11,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,437.46,Bjorn,Isitt,Male,59,1999-01-25,Senior Financial Analyst,Financial Services,Mass Customer,N,No,3.0,27,125,3,1264.73,1,1,1,111,Bronze,30,Lost Customer,11
694,0,294,2017-06-15,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,34165.0,104.24,Magnum,Slowan,Male,39,1959-04-01,Recruiting Manager,,High Net Worth,N,No,5.0,67,115,7,5509.669999999999,1,3,4,134,Bronze,70,Almost Lost Customer,9
695,78,1282,2017-11-22,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,33429.0,1055.82,Garald,Pidler,Male,99,1980-11-15,Programmer Analyst III,Entertainment,Affluent Customer,N,Yes,14.0,45,38,8,5521.409999999999,3,4,4,344,Gold,50,Recent Customer,4
696,64,1400,2017-07-06,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40410.0,872.8900000000001,Rikki,Eytel,Female,51,1982-05-23,Senior Developer,Manufacturing,Affluent Customer,N,Yes,7.0,43,56,7,4939.11,2,3,4,234,Silver,50,Loosing Customer,7
697,29,2285,2017-11-21,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,834.9399999999999,Maritsa,Bellison,Female,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,5.0,52,39,7,1796.2899999999997,3,3,1,331,Gold,60,Potential Customer,5
698,88,623,2017-07-02,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,182.81000000000017,Hazel,Brokenshire,Male,52,1988-04-23,Health Coach II,Property,High Net Worth,N,No,4.0,37,93,3,1636.8900000000003,1,1,1,111,Bronze,40,Lost Customer,11
699,60,1535,2017-08-13,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,217.51,Emanuel,Baukham,Male,80,1997-04-08,Cost Accountant,Financial Services,Affluent Customer,N,Yes,3.0,28,104,5,2811.97,1,2,2,122,Bronze,30,Evasive Customer,10
700,58,2153,2017-08-02,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,771.12,Jimmy,,Male,22,1986-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,10.0,39,76,7,4042.69,2,3,3,233,Silver,40,Loosing Customer,7
701,51,2477,2017-11-20,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,35707.0,802.26,Barney,Tilling,Male,25,1977-03-23,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,10.0,49,40,1,802.26,3,1,1,311,Silver,50,Late Bloomer,6
702,54,2368,2017-01-05,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,1279.4,Rowe,Losbie,Female,98,1993-01-22,Chemical Engineer,Manufacturing,Mass Customer,N,No,10.0,33,74,6,4675.969999999999,2,2,4,224,Silver,40,Loosing Customer,7
703,24,211,2017-10-02,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,33455.0,957.02,Beitris,,Female,6,1974-03-04,VP Marketing,Manufacturing,Mass Customer,N,Yes,5.0,52,39,9,4090.05,3,4,3,343,Gold,60,Potential Customer,5
704,0,1874,2017-08-01,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35470.0,133.38,Nickolai,McChesney,Male,17,1957-09-29,,Argiculture,High Net Worth,N,Yes,7.0,68,99,5,2146.69,1,2,2,122,Bronze,70,Evasive Customer,10
705,50,2243,2017-03-26,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0,43.97,Lena,Cronshaw,Female,76,1976-08-28,Business Systems Development Analyst,,Affluent Customer,N,Yes,7.0,49,183,3,1115.15,1,1,1,111,Bronze,50,Lost Customer,11
706,54,1329,2017-01-05,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,1279.4,Wendy,Randlesome,Female,65,1989-07-15,Database Administrator IV,,Mass Customer,N,No,11.0,36,4,11,8352.16,4,4,4,444,Platinum,40,Platinum Customer,1
707,86,260,2017-08-18,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,36361.0,309.80999999999995,Farand,Marriner,Female,47,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,46,8,9,3381.41,4,4,3,443,Platinum,50,Very Loyal,2
708,80,2587,2017-06-02,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,139.2299999999999,Maren,Dachs,Female,76,1979-03-30,Data Coordiator,,Affluent Customer,N,No,4.0,47,64,9,4776.43,2,4,4,244,Silver,50,Loosing Customer,7
709,41,2606,2017-01-15,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,209.84000000000003,Addi,Seager,Female,56,1978-08-19,Electrical Engineer,Manufacturing,High Net Worth,N,No,12.0,47,5,10,4718.43,4,4,4,444,Platinum,50,Platinum Customer,1
710,5,437,2017-07-29,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,39298.0,114.93,Sayres,Duthie,Male,24,1976-08-14,Systems Administrator III,Manufacturing,Affluent Customer,N,Yes,17.0,49,48,6,3045.6,2,2,3,223,Silver,50,High Risk Customer,8
711,35,1117,2017-05-05,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,903.11,Georgena,Guilaem,Female,83,1975-12-01,Quality Engineer,,Affluent Customer,N,No,14.0,50,136,10,3427.64,1,4,3,143,Bronze,60,Almost Lost Customer,9
712,82,2101,2017-01-18,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,38859.0,459.46000000000015,Maryann,,Female,71,1998-03-08,General Manager,,Mass Customer,N,Yes,2.0,28,20,10,7332.69,3,4,4,344,Gold,30,Recent Customer,4
713,47,2638,2017-06-06,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37823.0,189.28,Moritz,Brognot,Male,1,1977-02-10,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,15.0,49,83,9,4047.2499999999995,2,4,3,243,Silver,50,Loosing Customer,7
714,0,2554,2017-03-20,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,25.08999999999999,Fan,Gaythwaite,Female,76,1982-08-21,Software Engineer III,,High Net Worth,N,No,12.0,43,59,5,2883.9599999999996,2,2,3,223,Silver,50,High Risk Customer,8
715,65,3393,2017-06-29,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42710.0,1028.76,Henrietta,Olexa,Female,23,1954-02-21,Technical Writer,Retail,Mass Customer,N,Yes,7.0,72,2,5,2095.77,4,2,2,422,Platinum,80,Becoming Loyal,3
716,91,1929,2017-09-08,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,25.08999999999999,Elka,Crossgrove,Female,79,1986-10-12,Food Chemist,Health,Affluent Customer,N,No,20.0,39,45,6,1912.3600000000001,2,2,2,222,Silver,40,High Risk Customer,8
717,5,2167,2017-02-23,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,114.93,Laina,Semorad,Female,31,1997-07-11,Librarian,Entertainment,Mass Customer,N,No,1.0,28,144,6,1539.6000000000001,1,2,1,121,Bronze,30,Evasive Customer,10
718,13,2618,2017-11-16,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,574.6200000000001,Jay,Prue,Male,85,1977-12-14,Administrative Assistant IV,,Mass Customer,N,No,4.0,48,7,10,3007.93,4,4,3,443,Platinum,50,Very Loyal,2
719,95,1753,2017-12-03,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226.0,139.2299999999999,Kerry,Ford,Female,6,1997-10-12,VP Product Management,Health,High Net Worth,N,Yes,1.0,28,27,4,2093.21,3,1,2,312,Gold,30,Late Bloomer,6
720,0,1480,2017-10-16,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38859.0,198.29,Bird,Diess,Female,83,1995-05-21,Legal Assistant,,High Net Worth,N,Yes,5.0,30,2,9,2258.7,4,4,2,442,Platinum,40,Very Loyal,2
721,5,364,2017-12-19,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,114.93,Leontyne,Simpkiss,Female,96,1976-09-30,Database Administrator III,Financial Services,Affluent Customer,N,No,11.0,49,11,6,3329.9700000000003,4,2,3,423,Platinum,50,Becoming Loyal,3
722,27,633,2017-01-04,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40336.0,903.11,Alair,Hopkins,Male,51,1986-03-12,Nurse,,High Net Worth,N,Yes,11.0,40,1,7,3328.45,4,3,3,433,Platinum,50,Very Loyal,2
723,19,1284,2017-07-28,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,4.8,Alexis,Aronov,Male,30,1976-01-28,Junior Executive,Entertainment,Affluent Customer,N,No,11.0,50,78,3,106.49999999999999,2,1,1,211,Bronze,60,Almost Lost Customer,9
724,53,521,2017-07-29,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,509.97,Peri,Hovie,Female,29,1978-12-19,Help Desk Operator,Health,High Net Worth,N,No,16.0,47,154,2,624.9000000000001,1,1,1,111,Bronze,50,Lost Customer,11
725,29,2839,2017-12-13,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,135.84999999999997,Jaime,Dikelin,Female,12,1977-06-07,Assistant Media Planner,Entertainment,Mass Customer,N,No,10.0,48,17,8,2693.04,4,4,2,442,Platinum,50,Very Loyal,2
726,71,352,2017-01-25,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,737.1700000000001,Orrin,Finding,Male,12,1979-07-08,Sales Representative,Retail,Mass Customer,N,No,4.0,46,25,6,4404.4,3,2,4,324,Gold,50,Potential Customer,5
727,94,3486,2017-12-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,641.64,Reece,Crewther,Male,67,1956-07-25,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,18.0,69,9,4,2972.3399999999997,4,1,3,413,Platinum,70,Recent Customer,4
728,14,3048,2017-10-09,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,152.54999999999995,Kenon,Messruther,Male,38,1969-05-27,Legal Assistant,Manufacturing,Mass Customer,N,No,16.0,56,4,13,8379.960000000001,4,4,4,444,Platinum,60,Platinum Customer,1
729,52,1791,2017-01-15,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,35707.0,450.77,Ninon,Van Der Hoog,Female,20,1974-12-25,Data Coordiator,IT,Affluent Customer,N,Yes,19.0,51,117,6,2595.16,1,2,2,122,Bronze,60,Evasive Customer,10
730,62,1721,2017-09-09,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,409.8600000000001,Delcine,Hansod,Female,82,1980-10-22,Senior Quality Engineer,Financial Services,High Net Worth,N,No,14.0,45,0,7,3766.3500000000004,4,3,3,433,Platinum,50,Very Loyal,2
731,0,411,2017-02-09,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,133.38,Cathyleen,Bern,Female,84,1977-03-31,Director of Sales,Financial Services,High Net Worth,N,No,12.0,49,187,5,2553.83,1,2,2,122,Bronze,50,Evasive Customer,10
732,35,1644,2017-12-08,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,903.11,Gaby,Harriot,Male,57,1969-12-01,Speech Pathologist,Health,Mass Customer,N,No,10.0,56,22,7,4938.15,3,3,4,334,Gold,60,Potential Customer,5
733,50,679,2017-05-12,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,43.97,Yolande,Whild,Female,29,1974-10-21,Registered Nurse,Health,Mass Customer,N,No,12.0,51,62,10,3551.2400000000002,2,4,3,243,Silver,60,Loosing Customer,7
734,74,2989,2017-04-30,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,37823.0,812.44,Mort,,Male,37,2000-10-25,Dental Hygienist,Health,High Net Worth,N,Yes,2.0,25,70,9,6845.0599999999995,2,4,4,244,Silver,30,Loosing Customer,7
735,32,2485,2017-07-18,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,34527.0,431.33,Ringo,Parkyn,Male,93,1955-07-27,Help Desk Technician,,Mass Customer,N,Yes,12.0,70,4,6,1698.9899999999998,4,2,1,421,Platinum,80,Becoming Loyal,3
736,55,459,2017-06-30,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,34143.0,1295.43,Bel,Cheeke,Female,88,1986-08-04,Civil Engineer,Manufacturing,Mass Customer,N,Yes,13.0,39,38,5,2402.4,3,2,2,322,Gold,40,Late Bloomer,6
737,42,669,2017-01-10,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,199.0999999999999,Fleur,Whittlesea,Female,73,1980-11-02,Research Associate,,Mass Customer,N,No,3.0,45,8,11,5513.28,4,4,4,444,Platinum,50,Platinum Customer,1
738,26,2894,2017-01-21,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33888.0,1230.3000000000002,Gilburt,,Male,91,1977-04-19,Geologist III,Financial Services,Mass Customer,N,Yes,22.0,48,86,9,7544.080000000001,2,4,4,244,Silver,50,Loosing Customer,7
739,37,2184,2017-08-16,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,1544.61,Lamar,Gladman,Male,49,1971-12-05,Statistician III,Health,Mass Customer,N,No,11.0,54,37,11,7123.0,3,4,4,344,Gold,60,Recent Customer,4
740,3,2908,2017-02-06,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,1702.5499999999995,Tiffy,Feenan,Female,42,1955-09-21,Social Worker,Health,Affluent Customer,N,Yes,11.0,70,1,6,2066.4899999999993,4,2,2,422,Platinum,80,Becoming Loyal,3
741,56,1340,2017-12-02,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,75.75,Crawford,Dreini,Male,16,1977-11-05,Statistician I,,High Net Worth,N,No,18.0,48,28,8,2120.42,3,4,2,342,Gold,50,Potential Customer,5
742,0,2419,2017-11-09,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,135.84999999999997,Aron,Karlsen,Male,96,1978-07-04,Physical Therapy Assistant,Property,High Net Worth,N,No,9.0,47,51,8,2702.5,2,4,2,242,Silver,50,Loosing Customer,7
743,28,445,2017-02-22,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,133.7800000000002,Timothy,Wenham,Male,91,1984-11-13,Executive Secretary,Financial Services,Mass Customer,N,No,5.0,41,24,11,8081.860000000001,3,4,4,344,Gold,50,Recent Customer,4
744,78,463,2017-03-20,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38206.0,1055.82,Allis,Blanche,Female,9,1962-03-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,20.0,64,59,7,3829.7,2,3,3,233,Silver,70,Loosing Customer,7
745,69,255,2017-11-03,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,198.22000000000003,Keeley,Kruger,Female,2,1954-01-15,Desktop Support Technician,IT,Mass Customer,N,No,5.0,72,57,11,6813.82,2,4,4,244,Silver,80,Loosing Customer,7
747,32,3499,2017-06-21,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,40336.0,431.33,Shelton,Tewkesberrie,Male,29,1979-06-17,,Manufacturing,Mass Customer,N,Yes,7.0,46,51,7,4955.25,2,3,4,234,Silver,50,Loosing Customer,7
748,80,2865,2017-12-30,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,872.8900000000001,Lila,Eyeington,Female,11,1997-12-14,Electrical Engineer,Manufacturing,High Net Worth,N,No,3.0,28,0,7,5283.91,4,3,4,434,Platinum,30,Very Loyal,2
749,9,2167,2017-07-17,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,75.13999999999999,Laina,Semorad,Female,31,1997-07-11,Librarian,Entertainment,Mass Customer,N,No,1.0,28,144,6,1539.6000000000001,1,2,1,121,Bronze,30,Evasive Customer,10
750,75,2195,2017-12-28,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,33429.0,1010.02,Nevsa,Taill,Female,94,1987-05-02,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,13.0,38,2,6,4144.05,4,2,3,423,Platinum,40,Becoming Loyal,3
751,14,1754,2017-05-10,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,152.54999999999995,Zonnya,Tolland,Female,24,1965-11-27,,Retail,Mass Customer,N,Yes,15.0,60,142,5,3519.51,1,2,3,123,Bronze,70,Evasive Customer,10
752,59,1881,2017-10-29,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,40779.0,327.9799999999999,Gherardo,Lahy,Male,61,1957-12-10,Quality Control Specialist,,Affluent Customer,N,Yes,12.0,68,35,7,5018.9800000000005,3,3,4,334,Gold,70,Potential Customer,5
753,22,1216,2017-05-07,0.0,Cancelled,WeareA2B,Standard,medium,medium,60.34,45.26,33552.0,15.080000000000004,Frank,Vallerine,Female,15,1959-06-25,Software Test Engineer I,Telecommunications,Affluent Customer,N,Yes,10.0,66,7,4,2156.72,4,1,2,412,Platinum,70,Recent Customer,4
754,85,1192,2017-09-02,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,547.28,Hollyanne,McCarter,Female,31,1969-12-12,VP Quality Control,Manufacturing,Mass Customer,N,No,16.0,56,79,5,1397.3799999999999,2,2,1,221,Silver,60,High Risk Customer,8
755,53,229,2017-08-11,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,509.97,Vaughn,Lambis,Male,30,1966-03-06,,Property,High Net Worth,N,No,19.0,60,60,5,1811.84,2,2,1,221,Silver,70,High Risk Customer,8
756,60,2383,2017-07-14,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,217.51,Zaria,Eberz,Female,34,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,N,No,15.0,47,21,9,5876.070000000001,3,4,4,344,Gold,50,Recent Customer,4
757,27,2488,2017-01-25,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,110.80999999999996,Idalia,Braunton,Female,32,1988-11-17,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,7.0,37,18,6,2774.48,4,2,2,422,Platinum,40,Becoming Loyal,3
758,94,3278,2017-11-09,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,641.64,Marcel,Eddolls,Male,66,1982-06-22,VP Product Management,Financial Services,Affluent Customer,N,No,9.0,43,22,5,3216.13,3,2,3,323,Gold,50,Potential Customer,5
759,94,3435,2017-07-05,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,641.64,Stevena,Allcock,Female,80,2002-01-15,Senior Editor,,Affluent Customer,N,No,1.0,24,136,5,2294.25,1,2,2,122,Bronze,30,Evasive Customer,10
760,8,1068,2017-06-22,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,41701.0,187.38999999999987,Frazer,Searston,Male,5,1995-03-21,,Health,Mass Customer,N,Yes,3.0,31,4,14,4841.71,4,4,4,444,Platinum,40,Platinum Customer,1
761,4,2428,2017-12-20,,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,33549.0,451.6500000000001,Pauly,Keightley,Male,74,1968-07-26,Help Desk Operator,,Mass Customer,N,Yes,9.0,57,10,9,6462.95,4,4,4,444,Platinum,60,Platinum Customer,1
762,6,2055,2017-06-27,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,299.27,Harmon,Bakster,Male,46,1980-09-14,Administrative Assistant III,Retail,High Net Worth,N,No,7.0,45,0,9,5563.63,4,4,4,444,Platinum,50,Platinum Customer,1
763,44,1084,2017-12-10,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,1660.88,Serena,Jagson,Female,54,1994-05-18,Accounting Assistant I,Retail,Affluent Customer,N,No,8.0,31,4,11,6580.56,4,4,4,444,Platinum,40,Platinum Customer,1
764,69,3435,2017-06-28,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,198.22000000000003,Stevena,Allcock,Female,80,2002-01-15,Senior Editor,,Affluent Customer,N,No,1.0,24,136,5,2294.25,1,2,2,122,Bronze,30,Evasive Customer,10
765,75,57,2017-05-13,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38193.0,1010.02,Abba,Masedon,Male,87,1988-06-13,Chief Design Engineer,,Mass Customer,N,Yes,13.0,37,35,6,5117.96,3,2,4,324,Gold,40,Potential Customer,5
766,93,418,2017-07-26,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,834.9399999999999,Jere,Ding,Female,56,1958-12-22,,,Mass Customer,N,No,6.0,67,28,6,3325.1299999999997,3,2,3,323,Gold,70,Potential Customer,5
767,31,2554,2017-04-06,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,547.28,Fan,Gaythwaite,Female,76,1982-08-21,Software Engineer III,,High Net Worth,N,No,12.0,43,59,5,2883.9599999999996,2,2,3,223,Silver,50,High Risk Customer,8
768,81,2810,2017-10-15,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,34079.0,64.50999999999999,Malvin,Burchill,Male,27,1961-08-26,,Property,Mass Customer,N,Yes,15.0,64,62,6,1185.7600000000002,2,2,1,221,Silver,70,High Risk Customer,8
769,69,285,2017-01-09,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,198.22000000000003,Julee,Janovsky,Female,3,1977-11-19,Community Outreach Specialist,Manufacturing,Mass Customer,N,No,12.0,48,7,6,2626.74,4,2,2,422,Platinum,50,Becoming Loyal,3
771,95,1286,2017-03-13,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,41533.0,139.2299999999999,Mina,Clawley,Female,83,1975-06-28,Senior Quality Engineer,Manufacturing,High Net Worth,N,Yes,16.0,50,51,7,2415.24,2,3,2,232,Silver,60,Loosing Customer,7
772,58,1694,2017-05-10,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,41047.0,771.12,Tonnie,McLinden,Male,11,1959-10-11,,IT,Mass Customer,N,Yes,19.0,66,19,7,4611.39,3,3,4,334,Gold,70,Potential Customer,5
773,39,2265,2017-09-26,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,36498.0,1230.27,Brendan,Vicent,Male,55,1980-07-29,,Property,Mass Customer,N,Yes,5.0,45,95,3,1988.76,1,1,2,112,Bronze,50,Evasive Customer,10
774,12,3402,2017-10-06,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,1069.5500000000002,Krystyna,Scadden,Female,73,1985-05-04,Statistician II,Retail,Mass Customer,N,No,10.0,40,12,9,6036.1900000000005,4,4,4,444,Platinum,50,Platinum Customer,1
775,31,94,2017-09-04,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,57.72999999999999,Wallache,Simchenko,Male,33,1974-08-07,Civil Engineer,Manufacturing,Mass Customer,N,No,21.0,51,33,7,4902.21,3,3,4,334,Gold,60,Potential Customer,5
776,64,2701,2017-04-16,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40487.0,872.8900000000001,Ileana,Timms,Female,13,1960-07-28,Dental Hygienist,Health,Affluent Customer,N,Yes,7.0,65,52,9,4863.469999999999,2,4,4,244,Silver,70,Loosing Customer,7
777,35,3335,2017-02-04,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,903.11,Damian,Dutt,Male,47,1979-12-15,Editor,Health,Mass Customer,N,No,16.0,46,3,7,3582.69,4,3,3,433,Platinum,50,Very Loyal,2
778,90,1580,2017-11-05,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,437.46,Laird,Prover,Male,23,1981-06-21,Associate Professor,Retail,High Net Worth,N,No,5.0,44,55,8,3225.0,2,4,3,243,Silver,50,Loosing Customer,7
779,2,2832,2017-06-15,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,17.869999999999997,Tedmund,Plumm,Male,9,1976-09-25,Recruiter,Telecommunications,Mass Customer,N,Yes,9.0,49,23,8,3531.57,3,4,3,343,Gold,50,Potential Customer,5
